
Oct 08, 2018 18:34:40.13 NEW SESSION
Oct 22, 2018 14:46:13.54 [9308:5820:1022/144613.105:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 22, 2018 14:46:13.55 [9308:5820:1022/144613.105:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 22, 2018 14:46:13.56 [9308:5820:1022/144613.105:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 22, 2018 14:46:13.57 [9308:5820:1022/144613.105:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 22, 2018 14:46:55.18 [11976:11136:1022/144655.160:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 22, 2018 14:46:55.22 [11976:11136:1022/144655.161:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 22, 2018 14:46:55.31 [11976:11136:1022/144655.161:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 22, 2018 14:46:55.38 [11976:11136:1022/144655.161:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 22, 2018 14:46:55.46 [11976:11136:1022/144655.161:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 22, 2018 14:46:55.51 [11976:11136:1022/144655.161:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 22, 2018 14:46:55.54 [11976:11136:1022/144655.161:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 22, 2018 14:46:55.56 [11976:11136:1022/144655.161:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 22, 2018 14:46:55.59 [11976:11136:1022/144655.161:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 22, 2018 14:46:55.63 [11976:11136:1022/144655.161:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 22, 2018 14:46:55.66 [11976:11136:1022/144655.161:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 22, 2018 14:46:55.68 [11976:11136:1022/144655.161:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 22, 2018 14:46:55.71 [11976:11136:1022/144655.161:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 22, 2018 14:46:55.73 [11976:11136:1022/144655.161:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 22, 2018 14:46:55.77 [11976:11136:1022/144655.161:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 22, 2018 14:46:55.80 [11976:11136:1022/144655.161:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 22, 2018 14:46:55.82 [11976:11136:1022/144655.161:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 22, 2018 14:46:55.84 [11976:11136:1022/144655.161:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 22, 2018 14:46:55.88 [11976:11136:1022/144655.161:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 22, 2018 14:46:55.91 [11976:11136:1022/144655.161:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 22, 2018 14:46:55.93 [11976:11136:1022/144655.161:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 22, 2018 14:46:55.96 [11976:11136:1022/144655.161:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 22, 2018 14:46:55.98 [11976:11136:1022/144655.161:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 22, 2018 14:47:51.44 [11632:4212:1022/144751.429:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 22, 2018 14:47:51.50 [11632:4212:1022/144751.429:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 22, 2018 14:47:51.52 [11632:4212:1022/144751.429:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 22, 2018 14:47:51.68 [11632:4212:1022/144751.429:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 22, 2018 14:47:51.72 [11632:4212:1022/144751.429:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 22, 2018 14:47:51.73 [11632:4212:1022/144751.429:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 22, 2018 14:47:51.75 [11632:4212:1022/144751.429:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 22, 2018 14:47:51.77 [11632:4212:1022/144751.429:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 22, 2018 14:47:51.78 [11632:4212:1022/144751.430:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 22, 2018 14:47:51.81 [11632:4212:1022/144751.430:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 22, 2018 14:47:51.89 [11632:4212:1022/144751.430:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 22, 2018 14:47:51.91 [11632:4212:1022/144751.430:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 22, 2018 14:47:51.92 [11632:4212:1022/144751.430:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 22, 2018 14:47:51.93 [11632:4212:1022/144751.430:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 22, 2018 14:47:51.95 [11632:4212:1022/144751.430:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 22, 2018 14:47:51.96 [11632:4212:1022/144751.430:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 22, 2018 14:47:51.98 [11632:4212:1022/144751.430:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 22, 2018 14:47:52.01 [11632:4212:1022/144751.430:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 22, 2018 14:47:52.04 [11632:4212:1022/144751.430:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 22, 2018 14:47:52.05 [11632:4212:1022/144751.430:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 22, 2018 14:47:52.06 [11632:4212:1022/144751.430:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 22, 2018 14:47:52.07 [11632:4212:1022/144751.430:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 22, 2018 14:47:52.09 [11632:4212:1022/144751.430:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 22, 2018 14:56:16.66 [11632:5920:1022/145616.660:ERROR:connection_factory_impl.cc(396)] Failed to connect to MCS endpoint with error -106
Oct 22, 2018 14:56:25.31 [11632:4212:1022/145625.317:ERROR:gcm_channel_status_request.cc(151)] GCM channel request failed.
Oct 22, 2018 14:56:39.07 [11632:5920:1022/145639.079:ERROR:connection_factory_impl.cc(396)] Failed to connect to MCS endpoint with error -106
Oct 22, 2018 14:56:55.20 [11632:4212:1022/145655.209:ERROR:gcm_channel_status_request.cc(151)] GCM channel request failed.
Oct 22, 2018 14:57:26.20 [11632:5920:1022/145726.201:ERROR:connection_factory_impl.cc(396)] Failed to connect to MCS endpoint with error -106
Oct 22, 2018 14:57:54.42 [11632:4212:1022/145754.420:ERROR:gcm_channel_status_request.cc(151)] GCM channel request failed.
Oct 22, 2018 14:59:17.05 [11632:4212:1022/145917.055:ERROR:gcm_channel_status_request.cc(151)] GCM channel request failed.
Oct 22, 2018 14:59:22.51 [11632:5920:1022/145922.516:ERROR:connection_factory_impl.cc(396)] Failed to connect to MCS endpoint with error -106
Oct 22, 2018 15:02:01.70 [11632:4212:1022/150201.702:ERROR:gcm_channel_status_request.cc(151)] GCM channel request failed.
Oct 22, 2018 15:02:25.78 [11632:5920:1022/150225.785:ERROR:connection_factory_impl.cc(396)] Failed to connect to MCS endpoint with error -106
Oct 22, 2018 15:09:31.02 [11632:4212:1022/150931.020:ERROR:gcm_channel_status_request.cc(151)] GCM channel request failed.
Oct 22, 2018 15:09:43.39 [11632:5920:1022/150943.393:ERROR:connection_factory_impl.cc(396)] Failed to connect to MCS endpoint with error -106

Oct 23, 2018 11:04:55.44 NEW SESSION
Oct 23, 2018 11:04:55.44 [11472:8200:1023/110455.434:ERROR:connection_factory_impl.cc(396)] Failed to connect to MCS endpoint with error -106
Oct 23, 2018 11:04:59.42 [11472:11760:1023/110459.425:ERROR:backend_impl.cc(1065)] Critical error found -8
Oct 23, 2018 11:05:01.75 [11472:11760:1023/110501.752:ERROR:backend_impl.cc(1065)] Critical error found -8
Oct 23, 2018 11:05:01.76 [11472:11760:1023/110501.752:ERROR:entry_impl.cc(1062)] No file for a2011ac4
Oct 23, 2018 11:05:23.00 [7564:8256:1023/110523.002:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 23, 2018 11:05:23.04 [7564:8256:1023/110523.002:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 23, 2018 11:05:23.05 [7564:8256:1023/110523.002:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 23, 2018 11:05:23.06 [7564:8256:1023/110523.002:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 23, 2018 11:05:23.08 [7564:8256:1023/110523.003:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 23, 2018 11:05:23.09 [7564:8256:1023/110523.003:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 23, 2018 11:05:23.10 [7564:8256:1023/110523.003:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 23, 2018 11:05:23.12 [7564:8256:1023/110523.003:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 23, 2018 11:05:23.13 [7564:8256:1023/110523.003:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 23, 2018 11:05:23.14 [7564:8256:1023/110523.003:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 23, 2018 11:05:23.16 [7564:8256:1023/110523.003:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 23, 2018 11:05:23.17 [7564:8256:1023/110523.003:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 23, 2018 11:05:23.18 [7564:8256:1023/110523.003:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 23, 2018 11:05:23.19 [7564:8256:1023/110523.003:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 23, 2018 11:05:23.20 [7564:8256:1023/110523.003:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 23, 2018 11:05:23.22 [7564:8256:1023/110523.003:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 23, 2018 11:05:23.25 [7564:8256:1023/110523.003:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 23, 2018 11:05:23.28 [7564:8256:1023/110523.003:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 23, 2018 11:05:23.29 [7564:8256:1023/110523.003:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 23, 2018 11:05:23.29 [7564:8256:1023/110523.003:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 23, 2018 11:05:23.30 [7564:8256:1023/110523.003:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 23, 2018 11:05:23.31 [7564:8256:1023/110523.003:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 23, 2018 11:05:23.31 [7564:8256:1023/110523.003:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 23, 2018 11:05:24.31 [7564:7176:1023/110524.315:ERROR:connection_factory_impl.cc(396)] Failed to connect to MCS endpoint with error -106
Oct 23, 2018 11:06:14.10 [9988:11476:1023/110614.100:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 23, 2018 11:06:14.13 [9988:11476:1023/110614.100:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 23, 2018 11:06:14.15 [9988:11476:1023/110614.101:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 23, 2018 11:06:14.16 [9988:11476:1023/110614.101:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 23, 2018 11:06:14.25 [9988:11476:1023/110614.101:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 23, 2018 11:06:14.30 [9988:11476:1023/110614.101:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 23, 2018 11:06:14.31 [9988:11476:1023/110614.101:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 23, 2018 11:06:14.33 [9988:11476:1023/110614.101:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 23, 2018 11:06:14.34 [9988:11476:1023/110614.101:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 23, 2018 11:06:14.38 [9988:11476:1023/110614.101:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 23, 2018 11:06:14.39 [9988:11476:1023/110614.101:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 23, 2018 11:06:14.41 [9988:11476:1023/110614.101:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 23, 2018 11:06:14.43 [9988:11476:1023/110614.101:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 23, 2018 11:06:14.45 [9988:11476:1023/110614.101:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 23, 2018 11:06:14.47 [9988:11476:1023/110614.101:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 23, 2018 11:06:14.49 [9988:11476:1023/110614.101:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 23, 2018 11:06:14.50 [9988:11476:1023/110614.101:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 23, 2018 11:06:14.52 [9988:11476:1023/110614.101:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 23, 2018 11:06:14.54 [9988:11476:1023/110614.101:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 23, 2018 11:06:14.55 [9988:11476:1023/110614.101:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 23, 2018 11:06:14.56 [9988:11476:1023/110614.101:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 23, 2018 11:06:14.57 [9988:11476:1023/110614.101:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 23, 2018 11:06:14.58 [9988:11476:1023/110614.101:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 23, 2018 11:06:15.19 [9988:10168:1023/110615.193:ERROR:connection_factory_impl.cc(396)] Failed to connect to MCS endpoint with error -106
Oct 23, 2018 11:06:35.72 [9988:10168:1023/110635.729:ERROR:connection_factory_impl.cc(396)] Failed to connect to MCS endpoint with error -106

Oct 23, 2018 11:08:15.75 NEW SESSION
Oct 23, 2018 11:08:15.75 [10296:9456:1023/110815.736:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 23, 2018 11:08:15.80 [10296:9456:1023/110815.736:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 23, 2018 11:08:15.80 [10296:9456:1023/110815.736:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 23, 2018 11:08:15.88 [10296:9456:1023/110815.736:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 23, 2018 11:08:15.90 [10296:9456:1023/110815.736:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 23, 2018 11:08:15.93 [10296:9456:1023/110815.736:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 23, 2018 11:08:15.97 [10296:9456:1023/110815.736:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 23, 2018 11:08:16.00 [10296:9456:1023/110815.736:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 23, 2018 11:08:16.02 [10296:9456:1023/110815.736:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 23, 2018 11:08:16.04 [10296:9456:1023/110815.736:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 23, 2018 11:08:16.06 [10296:9456:1023/110815.736:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 23, 2018 11:08:16.07 [10296:9456:1023/110815.736:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 23, 2018 11:08:16.09 [10296:9456:1023/110815.736:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 23, 2018 11:08:16.10 [10296:9456:1023/110815.736:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 23, 2018 11:08:16.12 [10296:9456:1023/110815.736:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 23, 2018 11:08:16.13 [10296:9456:1023/110815.736:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 23, 2018 11:08:16.14 [10296:9456:1023/110815.736:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 23, 2018 11:08:16.17 [10296:9456:1023/110815.736:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 23, 2018 11:08:16.18 [10296:9456:1023/110815.736:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 23, 2018 11:08:16.20 [10296:9456:1023/110815.736:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 23, 2018 11:08:16.21 [10296:9456:1023/110815.736:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 23, 2018 11:08:16.22 [10296:9456:1023/110815.736:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 23, 2018 11:08:16.23 [10296:9456:1023/110815.736:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 23, 2018 11:08:16.76 [10296:7636:1023/110816.766:ERROR:connection_factory_impl.cc(396)] Failed to connect to MCS endpoint with error -106
Oct 23, 2018 11:08:38.00 [10296:7636:1023/110838.005:ERROR:connection_factory_impl.cc(396)] Failed to connect to MCS endpoint with error -106
Oct 23, 2018 11:09:31.44 [10296:7636:1023/110931.446:ERROR:connection_factory_impl.cc(396)] Failed to connect to MCS endpoint with error -106
Oct 23, 2018 11:11:11.98 [10296:7636:1023/111111.988:ERROR:connection_factory_impl.cc(396)] Failed to connect to MCS endpoint with error -106
Oct 23, 2018 11:13:30.58 [9988:8120:1023/111330.560:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 23, 2018 11:13:30.63 [9988:8120:1023/111330.560:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 23, 2018 11:13:30.73 [9988:8120:1023/111330.560:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 23, 2018 11:13:30.76 [9988:8120:1023/111330.560:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 23, 2018 11:13:30.82 [9988:8120:1023/111330.560:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 23, 2018 11:13:30.85 [9988:8120:1023/111330.560:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 23, 2018 11:13:30.87 [9988:8120:1023/111330.560:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 23, 2018 11:13:30.89 [9988:8120:1023/111330.560:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 23, 2018 11:13:30.92 [9988:8120:1023/111330.560:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 23, 2018 11:13:30.95 [9988:8120:1023/111330.560:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 23, 2018 11:13:30.98 [9988:8120:1023/111330.560:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 23, 2018 11:13:31.00 [9988:8120:1023/111330.560:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 23, 2018 11:13:31.01 [9988:8120:1023/111330.560:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 23, 2018 11:13:31.02 [9988:8120:1023/111330.560:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 23, 2018 11:13:31.03 [9988:8120:1023/111330.560:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 23, 2018 11:13:31.04 [9988:8120:1023/111330.560:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 23, 2018 11:13:31.05 [9988:8120:1023/111330.560:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 23, 2018 11:13:31.06 [9988:8120:1023/111330.560:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 23, 2018 11:13:31.07 [9988:8120:1023/111330.560:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 23, 2018 11:13:31.09 [9988:8120:1023/111330.561:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 23, 2018 11:13:31.10 [9988:8120:1023/111330.561:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 23, 2018 11:13:31.12 [9988:8120:1023/111330.561:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 23, 2018 11:13:31.14 [9988:8120:1023/111330.561:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.

Oct 23, 2018 11:15:13.25 NEW SESSION
Oct 23, 2018 11:15:13.25 [8832:7204:1023/111513.226:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 23, 2018 11:15:13.27 [8832:7204:1023/111513.226:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 23, 2018 11:15:13.28 [8832:7204:1023/111513.226:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 23, 2018 11:15:13.29 [8832:7204:1023/111513.226:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 23, 2018 11:15:13.37 [8832:7204:1023/111513.226:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 23, 2018 11:15:13.38 [8832:7204:1023/111513.226:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 23, 2018 11:15:13.39 [8832:7204:1023/111513.226:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 23, 2018 11:15:13.40 [8832:7204:1023/111513.226:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 23, 2018 11:15:13.41 [8832:7204:1023/111513.226:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 23, 2018 11:15:13.42 [8832:7204:1023/111513.226:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 23, 2018 11:15:13.43 [8832:7204:1023/111513.226:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 23, 2018 11:15:13.45 [8832:7204:1023/111513.226:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 23, 2018 11:15:13.51 [8832:7204:1023/111513.226:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 23, 2018 11:15:13.53 [8832:7204:1023/111513.226:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 23, 2018 11:15:13.56 [8832:7204:1023/111513.226:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 23, 2018 11:15:13.58 [8832:7204:1023/111513.226:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 23, 2018 11:15:13.60 [8832:7204:1023/111513.226:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
